barcode_prri,item_id,brand,description,specifications,category_id,transac_type,quantity,unit,unit_price,total_cost,project_code,personnel_id,user_id,expiration,remarks,par_no,created_at,location,condition
1.01E+16,Camera,Canon,S/N: 675297500045,"CANON CR-N500
ITEM NO. 1: CAMERA SYSTEMS
- Camera System: (4K PTZ Camera System)
- Operating Condition: Indoor
- Image Sensor: 
Type 1.0 (1.0 inch) single-plate CMOS sensor
Total pixels: approx. 13.40 megapixels

CANON CR-N500, GS1-128, S/N: 675297500045
Property Tag#:  19763
CANON REMOTE CAMERA CONTROLLER
RC-IP100, S/N: 501E2118
QR#: 60302
MICRO CONVERTER, SDI-HDMI 3G PSU, S/N:13217797
QR#: 60303
ASUS ROG STRIX
Model: G614JV-N4369W
S/N: S7NRKD00598027B
QR#: 60304
with tripod and case",4,incoming,1,unit,750000,750000,Corporate,Cristo Rey C. Magdadaro,Roel R. Suralta,,Initial Stock,2025-03-0055,02/27/2025,Bioinformatics Room,Serviceable
1.01E+16,Camera,Canon,S/N: 675407500020,"CANON CR-N500
ITEM NO. 1: CAMERA SYSTEMS
- Camera System: (4K PTZ Camera System)
- Operating Condition: Indoor
- Image Sensor: 
Type 1.0 (1.0 inch) single-plate CMOS sensor
Total pixels: approx. 13.40 megapixels

CANON CR-N500, GS1-128, S/N: 675407500020
Property Tag#:  19764
CANON REMOTE CAMERA CONTROLLER
RC-IP100, S/N: 501E2110
QR#: 60305
MICRO CONVERTER, SDI-HDMI 3G PSU, S/N:13217808
QR#: 60306
ATEM MINI EXTREME ISO (SWITCH), S/N: 13148854
QR#: 60307
CISCO, CBS350-8FP-E-2G, S/N: PSZ280319WW
QR#: 60308
with tripod and case",4,incoming,1,unit,750000,750000,Corporate,Cristo Rey C. Magdadaro,Roel R. Suralta,,Initial Stock,2025-03-0056,02/27/2025,Bioinformatics Room,Serviceable
1051031708,CCTV,Generic,YDS_04RA,"CCTV Surveillance System, CCTV cameras & Accessories includes: 1 unit YDS_04RA H 264 Satandalone DVR, 120Fps display and 60Fps recording w/ mouse and remote controller SN 012VPH04KD1181816 (P13, 000 00); 1 unit 18 5"" AOC e943Fw LED monitor SN AGDB5OA001320(P6, 500 00); 1 unit 1TB SATA Hard drive (P4, 000 00); 4 units SKC-33MF63 color 25m IR outdoor varifocal camera, 420 TV lines w/ 4 to 9mm lens and auto white balance camera (P4, 800 00/unit); 4 units outdoor camera bracket (P440 00/unit), 1 roll Siamese RG-6U 90% Braiding for CCTV use (Al Braid) (P9, 660 00); 1 unit HS-100-12 camera power supply (P1, 000 00); 1 lot PVC conduits, mouldings, junction box, connectors, clamps, cable ties and other hardware for installation (P5, 000 00); labor and installatio: tapping, focusing and adjusting of CCTV cameras, intallation of standalone DVR, operator training & orientation and (P8, 000 00); travelling expenses (P6, 000 00)",4,incoming,1,unit,74120,74120,Corporate,,Reynante L. Ordonio,,Initial Stock,25-06-0019,09/09/2011,,
1051027223,Copier,Sharp,S/N: 63039540," Sharp Digital Copier, AR-5320 Digital laser Copier/Printer 20cpm, 7 2 second second quick first copy time, paper size-A3 to A5, Serial Number: 63039540 (221-12-01-2629)",4,incoming,1,unit,82800,82800,Corporate,Luilene M. Sibulboro,Reynante L. Ordonio,,Initial Stock,23-02-0018,01/15/2007,,Unserviceable
1051036395,Copier,Fuji Xerox,DC2058CPS,"Photocopier, Fuji Xerox Model DC2058CPS, desktop digital copier, network printer & color scanner, platen type 20 copies per minute, 1 tray w/ manual bypass 50%-200% reduction/emlargement, electronic sorting/collating, duplex copying/printing, up to A3 or 11 x 17 copy, 600 x 600 dpi resolution, auditron (password protected copying), USB and network connectivity, scanning speed up to 22i[m monochrome & 13 ipm colored, SN 241097",4,incoming,1,unit,80000,80000,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0053,08/15/2013,,Serviceable
1051021328,Desktop Computer,Apple,21.5-inch,"Desktop Computer, IMAC MC413ZP/A AT10-JY0133, 21.5"" 3.06GHz, Intel Core 2 duo, 1920 x 1080 resolution, 4GB memory, 1TB hard drive, 8x double layer superdrive, ATI radeon HD 4670 graphics with 256MB of GDDRR3 memory, Apple wireless keyboard & magic mouse",4,incoming,1,unit,80800,80800,Corporate,,Reynante L. Ordonio,,Initial Stock,23-06-0010,01/15/2010,,Unserviceable
1051027416,Desktop Computer,HP,S/N: CNC03307510,"Desktop Computer HP Pavilion P6655: Core i3-45 3.06GHz, 4MB L3 cache 1333MHz FSB, Intel H57 Express, 2GB DDR3 memory, 640 3G SATA HDD @ 7200rpm, 15-in-1 card reader, DVD+/-RW SuperMulti SATA JB, ATI Radeon HD 5450, 512MB DDR2 dedicated graphics memory with HDMI, DVI capability, Integrated 10/100 base T networking interface, HP deluxe low profile multimedia keyboard USB & HP optical mouse USB, Wide , Windows 7 PRO, MS Office 2010 Home & Business FPP,  CPU ID# DC0235, Monitor Serial No. CNC03307510, monitor surrendered, E2020-02-009",4,incoming,1,unit,51250,51250,Corporate,Luilene M. Sibulboro,Reynante L. Ordonio,,Initial Stock,25-06-0020,12/23/2010,,Serviceable
1051044857,Desktop computer,Acer,S/N: DTVMTSP1416220054C300,"Desktop Computer, ACER VERITON M4640G i3-6100 DESKTOP, SN:DTVMTSP1416220054C300, SPECTS: INTEL CORE i3-6100 3 7 GHZ , 4GB MEMORY, 1TB HDD, DVD-RW, V-CARD, S-CARD, L-CARD, BUNDLED, WIN ' PRO POWER CORD, KBD & MOUSE USB MAMUALS, UPS APC BX650LI-MS - 9B1549A11902, MICROSOFT T5D-02274 OFFICE HOME & BUSINESS 2016, WESTERN WD10EZEX 1TB CAVIAR BLUE SATA HDD-INSTALLED, SN:WCC3F1954875, KINGSTON KVR 2IN15S8/4GB DESKTOP MEMORY-INSTALLED, ACER S200HQL BDID LED MONITOR, SN:MMLZ3SS012602050D52415    (Note-UPS-E2024-09-0155)",4,incoming,1,unit,53500,53500,Corporate,Jayvee A. Garcia,Roel R. Suralta,,Initial Stock,24-11-0052,07/28/2016,,Serviceable
1051044859,Desktop computer,Acer,S/N: DTMVTSP1416220054B3000,"Desktop Computer, ACER VERITON M4640G i3-6100 DESKTOP, SN:DTMVTSP1416220054B3000, SPECS: INTEL CORE i3-6100 3 7 GHZ , 4GB MEMORY, 1TB HDD, DVD-RW, V-CARD, S-CARD, L-CARD, BUNDLED, WIN ' PRO POWER CORD, KBD & MOUSE USB MAMUALS, UPS APC BX650LI-MS - 9B1620A05050, MICROSOFT T5D-02274 OFFICE HOME & BUSINESS 2016, WESTERN WD10EZEX 1TB CAVIAR BLUE SATA HDD-INSTALLED, SN:WMC3F1582199, KINGSTON KVR 2IN15S8/4GB DESKTOP MEMORY-INSTALLED, ACER S200HQL BDID LED MONITOR, SN:MMLZ3SS012602050B424 SURRENDERED: Monitor (E2022-05-002), UPS (E2022-02-009) ",4,incoming,1,unit,53500,53500,Corporate,Nonawin B. Lucob-Agustin,Roel R. Suralta,,Initial Stock,24-04-0046,07/28/2016,Sample Processing Room,Serviceable
1051045345,Desktop Computer,Acer,S/N: DTVMTSP142637016463000,"Desktop Computer, Acer Veriton M464 Desktop, SN: DTVMTSP142637016463000, WITH INTERL CORE I5-6400, 4GB DDR4, 1TB, V-CARD, S-CARD, L-CARD, WIN 10 pro 64 Bit, with Keyboard & mouse USB, Power cord & mouse pad manuals, with Acer V226HQLBQB LED Monitor SN: MMLY7SS00953201A058503, with kingston KVR 2in15S8/4GB desktop memory, Western WD10EZEX Caviar Blue Sata Harddisk, with Microsoft T5D-02695 Office Home & Business 2016, with APC BX650LI-MS UPS, SN: 9B1635A11556",4,incoming,1,unit,52500,52500,Corporate,Amabel H. Achuela,Roel R. Suralta,,Initial Stock,23-04-0001,11/09/2016,,Serviceable
1051048884,Desktop Computer,Apple,S/N: C02VL6W1J1G6," Desktop Computer, Apple MNE02PP/A IMAC with SN: C02VL6W1J1G6, 21 5-inch (diagonal) LED-backlit display, 1920 by 1080 resolution with support for millions of colors, 8GB of 2133MHz DDR4 memory, 1TB (5400-rpm) hard drive, Intel Iris Plus Graphics 640, macOS High Sierra Operating system, 3 4QC FD/RP560-PPN w/ MS Office HOme Business for Mac",4,incoming,1,unit,104000,104000,Corporate,Nonawin B. Lucob-Agustin,Roel R. Suralta,,Initial Stock,23-03-0022,09/20/2018,,Serviceable
1051048885,Desktop Computer,Asus,S/N: J3PTCJ00L262128,"Desktop Computer, Asus V272UNK-BA010T Desktop Computer w/ SN:J3PTCJ00L262128, Black, Intel Core i3-8250U, 1 6 8GB RAM, 1 TB Harddrive + 128 SSD, w/out DVD RW, 27” LED backlit V-Card, S-card, L-card, WIN 10 Home SL 64 bit Camera & cardreader, powercord & adapter wirelss keyboard & mouse, manuals, w/ Microsoft T5D-02695 Office Home && Business 2016, Supplier Code:AT18-ST0219",4,incoming,1,unit,73500,73500,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0047,09/20/2018,,
1051049663,Desktop COmputer,Apple,S/N: C02Y2086H7VF,"Desktop computer, Apple iMac Z0TH001F3 Desktop with SN:C02Y2086H7VF, 2 3GHz dual-core 7th Gen Intel Core i5 Processor, Turbo Boast up to 3 6Ghz, 8GB 2133MHz DDR4 memory, 256GB SSD storage, Intel Iris Plus Graphics 640, 21 5 inch iMac Display, Magic Mouse 2 & Magic Keyboard-US English, w/ MS Office 2016 home for iMAC, Thunderbolt 3 to thunderbolt 2 adapter, Software: Pages, Numbers, Keynote, Photos, iMovie, GarageBand & macOS (PPE account code 106050300000)",4,incoming,1,unit,95000,95000,Corporate,,Roel R. Suralta,,Initial Stock,24-02-0074,02/07/2019,,Serviceable
1051050529,Desktop Computer,HP,S/N: 8CC85014MS,"Desktop computer, HP 24-XA0001D AIO Touch AIO Desktop white with SN:8CC85014MS, Intel Core i5-8400T, 8GB RAM, 1TB HDD, DVD RW, 23 8”, V-Card, S-card, L-card, WIN 10, Camera & Cardreader, Powercord & Adapter, Manuals & CD’s, Wifi & Bluetooth, w/ MS T5D-03249 Office Home & Business 2019, Generic individual mouse pad, Emerson PSA650-SOHO UPS SN:241812400868SH, Supplier code:AT19-ST0066",4,incoming,1,unit,64500,64500,Corporate,Editha V. Evangelista,Roel R. Suralta,,Initial Stock,23-09-0017,09/12/2019,,
1051050531,Desktop Computer,HP,S/N: 8CC85014QB,"Desktop computer, HP 24-XA0001D AIO Touch AIO Desktop white with SN:8CC85014QB, Intel Core i5-8400T, 8GB RAM, 1TB HDD, DVD RW, 23 8”, V-Card, S-card, L-card, WIN 10, Camera & Cardreader, Powercord & Adapter, Manuals & CD’s, Wifi & Bluetooth, w/ MS T5D-03249 Office Home & Business 2019, Generic individual mouse pad, Emerson PSA650-SOHO UPS SN:241812400937SH, Supplier code:AT19-ST0068
Surrendered: E2025-06-0102 UPS Only",4,incoming,1,unit,64500,64500,Corporate,Rhona Jane Fabros,Roel R. Suralta,,Initial Stock,23-02-0017,09/12/2019,,Serviceable
1051050533,Desktop Computer,HP,S/N: 8CC85014N0,"Desktop computer, HP 24-XA0001D AIO Touch AIO Desktop white with SN:8CC85014N0, Intel Core i5-8400T, 8GB RAM, 1TB HDD, DVD RW, 23 8”, V-Card, S-card, L-card, WIN 10, Camera & Cardreader, Powercord & Adapter, Manuals & CD’s, Wifi & Bluetooth, w/ MS T5D-03249 Office Home & Business 2019, Generic individual mouse pad, Supplier code:AT19-ST0070 SURRENDERED: UPS (E2024-08-0138)",4,incoming,1,unit,64500,64500,Corporate,Rebecca Santos,Roel R. Suralta,,Initial Stock,23-03-0021,09/12/2019,,Serviceable
1051050536,Desktop Computer,HP,S/N: 8CC85014NN,"Desktop computer, HP 24-XA0001D AIO Touch AIO Desktop white with SN:8CC85014NN, Intel Core i5-8400T, 8GB RAM, 1TB HDD, DVD RW, 23 8”, V-Card, S-card, L-card, WIN 10, Camera & Cardreader, Powercord & Adapter, Manuals & CD’s, Wifi & Bluetooth, w/ MS T5D-03249 Office Home & Business 2019, Generic individual mouse pad, Emerson PSA650-SOHO UPS SN:241903400354SH, Supplier code:AT19-ST0073",4,incoming,1,unit,64500,64500,Corporate,Venus H. Elec,Roel R. Suralta,,Initial Stock,25-05-0019,09/12/2019,Researchers Office II,Serviceable
1051050537,Desktop Computer,HP,AIO Touch,"Desktop computer, HP 24-XA0001D AIO Touch AIO Desktop white with SN:8CC85014JF, Intel Core i5-8400T, 8GB RAM, 1TB HDD, DVD RW, 23 8”, V-Card, S-card, L-card, WIN 10, Camera & Cardreader, Powercord & Adapter, Manuals & CD’s, Wifi & Bluetooth, w/ MS T5D-03249 Office Home & Business 2019, Generic individual mouse pad, Emerson PSA650-SOHO UPS SN:241903400356SH, Supplier code:AT19-ST0074",4,incoming,1,unit,64500,64500,Corporate,Marlon C. Garcillano,Reynante L. Ordonio,,Initial Stock,23-02-0025,09/12/2019,,Serviceable
1051051010,Desktop Computer,Lenovo,S/N: MP1NE0EDP,"Desktop computer, Lenovo V530-24 All in One Desktop computer with SN:MP1NE0EDP, Intel Core i5-8400T, 1 7GHZ, 4GB RAM, 1TB HDD, 16GB Optane, 23 8” touch screen, w/ ODD, V-card, S-card, L-card, Bundled WIN10 Pro 64 Powercord & Adapter, Keyboard & Mouse USB Manual & CD’s, Camera & Cardreader, Bluetooth & Wifi, w/ Kstar KSTUPS0008 UPS SN: 310020553995117100130, w/ MS T5D-03249 Office Home & Business 2019, Supplier Code: AT19-DC0284
Surrendered: E2025-03-0054 Monitor",4,incoming,1,unit,64500,64500,Corporate,Luilene Miranda,Roel R. Suralta,,Initial Stock,23-02-0028,12/11/2019,,Unserviceable
1051051479,Desktop Computer,HP,S/N: 8CC95011S3,"Desktop computer, HP 24-XA0101D AIO 512 SSD Desktop computer w/ SN: 8CC95011S3, Intel core i5-940, 8GB RAM, 512GB SSD, 23 8” HD, V-card, MX230, S-card, L-card, WIN 10 Home SL, Camera & CardReader, Keyboard, & mouse wireless, Powercord & Adapter, manuals & CD’s, Wifi & Bluetooth, with APC BX650LI-MS UPS SN:9B1914A01403, MS FQC-08929 WIN Pro 10 64Bit 1PK DSP OEI and MS T5D-03249 Office Home and Business 2019, Supplier Code: AT20-JY0254
Surrrendered: E2025-03-0054 UPS",4,incoming,1,unit,76650,76650,Corporate,Aradel Taniad,Roel R. Suralta,,Initial Stock,25-02-0001,01/23/2020,Researchers Office I,Serviceable
1051051480,Desktop Computer,HP,S/N: 8CC95011S8,"Desktop computer, HP 24-XA0101D AIO 512 SSD Desktop computer w/ SN: 8CC95011S8, Intel core i5-940, 8GB RAM, 512GB SSD, 23 8” HD, V-card, MX230, S-card, L-card, WIN 10 Home SL, Camera & CardReader, Keyboard, & mouse wireless, Powercord & Adapter, manuals & CD’s, Wifi & Bluetooth, with APC BX650LI-MS UPS SN:9B1914A01404, MS FQC-08929 WIN Pro 10 64Bit 1PK DSP OEI and MS T5D-03249 Office Home and Business 2019, Supplier Code: AT20-JY0253",4,incoming,1,unit,76650,76650,Corporate,Alelie L. Laureano,Roel R. Suralta,,Initial Stock,23-03-0015,01/23/2020,,
1051051498,Desktop Computer,HP,S/N: 8CC0011J17,"Desktop computer, HP 4HU87AV Desktop computer with SN: 8CC0011J17, HP IDS EliteOne 800 G4 23 8 inch FHD Nontouch GPU, Intel Core i5-8500 with Intel UJHD Graphics 630, 8GB DDR4-2666 SDRAM, 1TB 7200 RPM SATA, with APCBX625CI-MC APC Back UPS 625VA, 230V SN: S3B1938X72751, with Office Productivity Software: FPP Microsoft Office Home and Business 2019 English APAC EM 1 License Medialess Office Productivity SN:99994903022692",4,incoming,1,unit,112928.84,112928.84,Corporate,,Roel R. Suralta,,Initial Stock,24-11-0059,01/30/2020,,Serviceable
1051056042,Desktop Computer,HP,S/N: 8CC10214HH," Desktop COMPUTER HP24 All in one DF0000D AIO S White, S/N8CC10214HH, Intel Core i3-10100T, 3 0GHZ, 4GB RAM, 512GB SSD, 23 8"" ODD, V-Card S-Card, L-Card, Windows 10 Home SL 64 Bit, Power Cord & Adaptor, Camera & Cardreader, Manual, Wireless KEYBOARD & mouse, ms oFFICE H & S, , UPS-APC BX650-S/N-9B1933A19983, Microsoft T5D-S/N-99994936416888, Microsoft FWin10",4,incoming,1,unit,78500,78500,Corporate,Rhona Jane B. Fabros,Reynante L. Ordonio,,Initial Stock,23-03-0028,02/18/2021,,Serviceable
1051069790,Desktop Computer,Acer,S/N: NXVPXSP03C2030BB647600,"ACER TMP215-53G-58MX, S/N:NXVPXSP03C2030BB647600
ICT equipment, Computer
ACER TMP215-53G-58MX, S/N:NXVPXSP03C2030BB647600
Brand and Model: Branded/Brand new Processor: ACRNX VPXSP 03C~D000 ACER NB TMP215-53G-58MX/ Intel i5-1135G7 Processor/ 15 6 FHD TN Display/MX330 2GB/ HDD Upgrade Kit/Win11 Home SL/3-3-0 A4tech FG20 - 2 4G Wireless Mouse T5D-03483 Office Home and Business 2021 All Lng APAC EM PK Lic Online DwnLd NR -ESD -Electronic Software Distribution (ESD) is the secure delivery of a product key directly to consumers and small business",4,incoming,1,unit,60000,60000,Corporate,Ephraim Dioeve R. Yarcia,Roel R. Suralta,,Initial Stock,23-12-0017,07/20/2022,,Needing Repair
